"","x"
"month0",1007
"month1",1033
"month2",1112
"month3",1042
"month4",975
"month5",957
"month6",897
"month7",978
"month8",980
"month9",963
"month10",949
"month11",973
"month12",957
"month13",960
"month14",937
"month15",945
"month16",928
"month17",924
"month18",907
"month19",963
"month20",953
"month21",955
"month22",926
"month23",961
"month24",1009
