"","x"
"month0",134
"month1",128
"month2",127
"month3",121
"month4",118
"month5",101
"month6",130
"month7",136
"month8",165
"month9",194
"month10",223
"month11",194
"month12",240
"month13",249
"month14",268
"month15",256
"month16",285
"month17",302
"month18",321
"month19",298
"month20",276
"month21",334
"month22",350
"month23",363
"month24",347
