"","x"
"month0",886
"month1",890
"month2",950
"month3",849
"month4",758
"month5",721
"month6",709
"month7",741
"month8",698
"month9",669
"month10",700
"month11",687
"month12",688
"month13",674
"month14",687
"month15",666
"month16",699
"month17",744
"month18",662
"month19",693
"month20",715
"month21",744
"month22",673
"month23",720
"month24",888
