"","x"
"month0",81
"month1",67
"month2",81
"month3",95
"month4",72
"month5",80
"month6",93
"month7",85
"month8",78
"month9",109
"month10",93
"month11",98
"month12",98
"month13",103
"month14",95
"month15",104
"month16",105
"month17",101
"month18",98
"month19",81
"month20",95
"month21",101
"month22",91
"month23",97
"month24",114
