"","x"
"month0",957
"month1",1028
"month2",1096
"month3",1044
"month4",1014
"month5",935
"month6",1011
"month7",1133
"month8",1269
"month9",1359
"month10",1429
"month11",1539
"month12",1392
"month13",1279
"month14",1144
"month15",1072
"month16",1015
"month17",948
"month18",1071
"month19",1154
"month20",1256
"month21",1308
"month22",1356
"month23",1429
"month24",1474
