"","x"
"month0",340
"month1",396
"month2",420
"month3",445
"month4",422
"month5",419
"month6",440
"month7",438
"month8",496
"month9",496
"month10",505
"month11",479
"month12",487
"month13",449
"month14",417
"month15",458
"month16",426
"month17",420
"month18",466
"month19",494
"month20",480
"month21",502
"month22",469
"month23",518
"month24",532
