"","x"
"month0",350
"month1",376
"month2",386
"month3",379
"month4",367
"month5",335
"month6",337
"month7",350
"month8",318
"month9",329
"month10",354
"month11",323
"month12",359
"month13",333
"month14",371
"month15",367
"month16",345
"month17",361
"month18",355
"month19",370
"month20",358
"month21",350
"month22",355
"month23",342
"month24",382
