"","x"
"month0",345
"month1",388
"month2",419
"month3",423
"month4",423
"month5",388
"month6",411
"month7",419
"month8",419
"month9",404
"month10",434
"month11",364
"month12",434
"month13",394
"month14",416
"month15",450
"month16",413
"month17",424
"month18",445
"month19",468
"month20",429
"month21",418
"month22",416
"month23",434
"month24",431
