"","x"
"month0",966
"month1",972
"month2",907
"month3",881
"month4",752
"month5",666
"month6",886
"month7",1058
"month8",1286
"month9",1324
"month10",1473
"month11",1596
"month12",1659
"month13",1645
"month14",1764
"month15",1881
"month16",1953
"month17",2008
"month18",2124
"month19",2090
"month20",2146
"month21",2288
"month22",2300
"month23",2269
"month24",2358
