"","x"
"month0",77
"month1",58
"month2",79
"month3",82
"month4",63
"month5",63
"month6",76
"month7",82
"month8",71
"month9",103
"month10",91
"month11",102
"month12",99
"month13",88
"month14",69
"month15",73
"month16",64
"month17",66
"month18",69
"month19",59
"month20",90
"month21",86
"month22",77
"month23",95
"month24",102
