"","x"
"month0",312
"month1",361
"month2",361
"month3",412
"month4",355
"month5",335
"month6",382
"month7",412
"month8",494
"month9",487
"month10",516
"month11",508
"month12",557
"month13",547
"month14",550
"month15",654
"month16",624
"month17",596
"month18",650
"month19",661
"month20",668
"month21",704
"month22",675
"month23",698
"month24",743
