"","x"
"month0",987
"month1",1098
"month2",1202
"month3",1223
"month4",1144
"month5",1154
"month6",1146
"month7",1249
"month8",1345
"month9",1326
"month10",1372
"month11",1454
"month12",1353
"month13",1204
"month14",1255
"month15",1230
"month16",1184
"month17",1143
"month18",1207
"month19",1236
"month20",1342
"month21",1324
"month22",1385
"month23",1333
"month24",1382
