"","x"
"month0",954
"month1",955
"month2",942
"month3",889
"month4",804
"month5",696
"month6",844
"month7",1055
"month8",1188
"month9",1366
"month10",1443
"month11",1600
"month12",1410
"month13",1221
"month14",1042
"month15",890
"month16",784
"month17",653
"month18",868
"month19",1044
"month20",1195
"month21",1306
"month22",1394
"month23",1527
"month24",1580
