"","x"
"month0",1021
"month1",1029
"month2",1043
"month3",1086
"month4",991
"month5",929
"month6",1051
"month7",1199
"month8",1305
"month9",1335
"month10",1414
"month11",1534
"month12",1526
"month13",1521
"month14",1615
"month15",1696
"month16",1686
"month17",1794
"month18",1818
"month19",1805
"month20",1854
"month21",1925
"month22",1937
"month23",1867
"month24",1940
