"","x"
"month0",335
"month1",326
"month2",322
"month3",311
"month4",279
"month5",249
"month6",329
"month7",365
"month8",456
"month9",491
"month10",495
"month11",533
"month12",524
"month13",399
"month14",389
"month15",363
"month16",259
"month17",258
"month18",313
"month19",430
"month20",484
"month21",476
"month22",541
"month23",600
"month24",583
