"","x"
"month0",816
"month1",769
"month2",695
"month3",779
"month4",811
"month5",876
"month6",827
"month7",914
"month8",932
"month9",940
"month10",865
"month11",927
"month12",933
"month13",893
"month14",917
"month15",892
"month16",962
"month17",959
"month18",919
"month19",905
"month20",957
"month21",887
"month22",902
"month23",882
"month24",900
