"","x"
"month0",985
"month1",948
"month2",901
"month3",836
"month4",744
"month5",683
"month6",788
"month7",900
"month8",1011
"month9",1134
"month10",1180
"month11",1299
"month12",1365
"month13",1404
"month14",1441
"month15",1449
"month16",1553
"month17",1571
"month18",1626
"month19",1713
"month20",1756
"month21",1791
"month22",1778
"month23",1787
"month24",1823
