"","x"
"month0",140
"month1",143
"month2",135
"month3",139
"month4",124
"month5",110
"month6",139
"month7",135
"month8",142
"month9",161
"month10",173
"month11",162
"month12",155
"month13",165
"month14",147
"month15",127
"month16",115
"month17",135
"month18",134
"month19",149
"month20",130
"month21",139
"month22",156
"month23",172
"month24",169
