"","x"
"month0",141
"month1",141
"month2",146
"month3",143
"month4",126
"month5",113
"month6",133
"month7",117
"month8",111
"month9",126
"month10",127
"month11",128
"month12",111
"month13",134
"month14",114
"month15",121
"month16",119
"month17",130
"month18",103
"month19",111
"month20",121
"month21",113
"month22",116
"month23",128
"month24",128
