"","x"
"month0",342
"month1",338
"month2",341
"month3",326
"month4",337
"month5",286
"month6",336
"month7",363
"month8",371
"month9",400
"month10",413
"month11",430
"month12",474
"month13",483
"month14",529
"month15",538
"month16",519
"month17",571
"month18",575
"month19",588
"month20",581
"month21",592
"month22",657
"month23",636
"month24",631
