"","x"
"month0",68
"month1",61
"month2",65
"month3",79
"month4",51
"month5",47
"month6",50
"month7",62
"month8",70
"month9",87
"month10",88
"month11",88
"month12",86
"month13",89
"month14",101
"month15",100
"month16",113
"month17",119
"month18",111
"month19",98
"month20",120
"month21",118
"month22",100
"month23",121
"month24",134
