"","x"
"month0",338
"month1",339
"month2",351
"month3",325
"month4",335
"month5",294
"month6",315
"month7",343
"month8",272
"month9",306
"month10",281
"month11",299
"month12",270
"month13",287
"month14",305
"month15",275
"month16",281
"month17",299
"month18",285
"month19",289
"month20",309
"month21",280
"month22",265
"month23",327
"month24",320
