"","x"
"month0",923
"month1",947
"month2",927
"month3",839
"month4",774
"month5",717
"month6",834
"month7",954
"month8",989
"month9",1042
"month10",1171
"month11",1190
"month12",966
"month13",875
"month14",847
"month15",733
"month16",715
"month17",709
"month18",762
"month19",887
"month20",910
"month21",1012
"month22",964
"month23",1010
"month24",1034
