"","x"
"month0",919
"month1",962
"month2",1036
"month3",1062
"month4",1054
"month5",1090
"month6",964
"month7",1074
"month8",1036
"month9",1053
"month10",971
"month11",1049
"month12",1059
"month13",1037
"month14",1051
"month15",1053
"month16",1088
"month17",1059
"month18",1080
"month19",1076
"month20",1070
"month21",1096
"month22",1056
"month23",1031
"month24",1068
