"","x"
"month0",967
"month1",944
"month2",947
"month3",850
"month4",779
"month5",720
"month6",806
"month7",966
"month8",974
"month9",1082
"month10",1121
"month11",1147
"month12",1112
"month13",1143
"month14",1229
"month15",1228
"month16",1227
"month17",1251
"month18",1198
"month19",1232
"month20",1228
"month21",1185
"month22",1164
"month23",1174
"month24",1217
