"","x"
"month0",922
"month1",980
"month2",958
"month3",923
"month4",837
"month5",847
"month6",939
"month7",1017
"month8",1042
"month9",1126
"month10",1178
"month11",1191
"month12",1015
"month13",935
"month14",914
"month15",857
"month16",832
"month17",826
"month18",832
"month19",951
"month20",1038
"month21",1058
"month22",1041
"month23",1077
"month24",1078
