"","x"
"month0",351
"month1",368
"month2",346
"month3",366
"month4",361
"month5",303
"month6",365
"month7",400
"month8",400
"month9",429
"month10",424
"month11",416
"month12",393
"month13",406
"month14",377
"month15",366
"month16",319
"month17",350
"month18",337
"month19",386
"month20",395
"month21",421
"month22",402
"month23",452
"month24",390
