"","x"
"month0",329
"month1",370
"month2",327
"month3",350
"month4",355
"month5",307
"month6",372
"month7",375
"month8",388
"month9",408
"month10",410
"month11",391
"month12",424
"month13",440
"month14",453
"month15",459
"month16",442
"month17",473
"month18",461
"month19",458
"month20",481
"month21",464
"month22",487
"month23",485
"month24",440
