"","x"
"month0",66
"month1",63
"month2",59
"month3",59
"month4",53
"month5",58
"month6",46
"month7",47
"month8",39
"month9",53
"month10",49
"month11",48
"month12",43
"month13",42
"month14",44
"month15",42
"month16",52
"month17",46
"month18",40
"month19",34
"month20",46
"month21",51
"month22",34
"month23",37
"month24",49
