"","x"
"month0",71
"month1",70
"month2",66
"month3",73
"month4",64
"month5",58
"month6",64
"month7",71
"month8",67
"month9",87
"month10",74
"month11",89
"month12",79
"month13",64
"month14",64
"month15",65
"month16",52
"month17",66
"month18",78
"month19",64
"month20",82
"month21",86
"month22",68
"month23",79
"month24",83
