"","x"
"month0",66
"month1",63
"month2",59
"month3",59
"month4",53
"month5",58
"month6",57
"month7",53
"month8",65
"month9",80
"month10",73
"month11",82
"month12",74
"month13",53
"month14",53
"month15",60
"month16",42
"month17",43
"month18",59
"month19",49
"month20",77
"month21",68
"month22",57
"month23",64
"month24",61
