"","x"
"month0",346
"month1",358
"month2",320
"month3",285
"month4",313
"month5",283
"month6",331
"month7",358
"month8",366
"month9",398
"month10",382
"month11",405
"month12",420
"month13",450
"month14",448
"month15",435
"month16",451
"month17",487
"month18",432
"month19",440
"month20",473
"month21",477
"month22",484
"month23",476
"month24",474
