"","x"
"month0",138
"month1",159
"month2",138
"month3",147
"month4",135
"month5",112
"month6",140
"month7",126
"month8",121
"month9",139
"month10",131
"month11",115
"month12",127
"month13",157
"month14",130
"month15",134
"month16",128
"month17",143
"month18",124
"month19",142
"month20",132
"month21",119
"month22",131
"month23",132
"month24",133
