"","x"
"month0",131
"month1",144
"month2",146
"month3",160
"month4",134
"month5",129
"month6",157
"month7",152
"month8",138
"month9",168
"month10",171
"month11",140
"month12",156
"month13",193
"month14",163
"month15",169
"month16",161
"month17",196
"month18",176
"month19",170
"month20",160
"month21",160
"month22",156
"month23",152
"month24",155
