"","x"
"month0",919
"month1",1028
"month2",1015
"month3",968
"month4",895
"month5",895
"month6",899
"month7",969
"month8",880
"month9",886
"month10",937
"month11",885
"month12",869
"month13",847
"month14",875
"month15",871
"month16",872
"month17",911
"month18",848
"month19",874
"month20",866
"month21",888
"month22",809
"month23",858
"month24",924
