"","x"
"month0",924
"month1",989
"month2",1046
"month3",1074
"month4",1074
"month5",1117
"month6",1004
"month7",1122
"month8",1091
"month9",1090
"month10",1037
"month11",1093
"month12",1102
"month13",1097
"month14",1082
"month15",1074
"month16",1103
"month17",1088
"month18",1079
"month19",1094
"month20",1065
"month21",1080
"month22",1043
"month23",987
"month24",996
