"","x"
"month0",426
"month1",444
"month2",451
"month3",441
"month4",432
"month5",414
"month6",428
"month7",464
"month8",458
"month9",524
"month10",503
"month11",515
"month12",491
"month13",460
"month14",432
"month15",439
"month16",458
"month17",406
"month18",457
"month19",467
"month20",486
"month21",489
"month22",480
"month23",453
"month24",519
