"","x"
"month0",40
"month1",28
"month2",18
"month3",33
"month4",26
"month5",23
"month6",24
"month7",35
"month8",30
"month9",42
"month10",36
"month11",40
"month12",42
"month13",42
"month14",51
"month15",53
"month16",48
"month17",46
"month18",58
"month19",55
"month20",77
"month21",69
"month22",59
"month23",66
"month24",53
