"","x"
"month0",475
"month1",496
"month2",480
"month3",477
"month4",443
"month5",391
"month6",402
"month7",390
"month8",415
"month9",408
"month10",410
"month11",389
"month12",378
"month13",395
"month14",359
"month15",344
"month16",361
"month17",349
"month18",376
"month19",393
"month20",405
"month21",359
"month22",390
"month23",401
"month24",452
