"","x"
"month0",71
"month1",75
"month2",61
"month3",63
"month4",66
"month5",48
"month6",37
"month7",54
"month8",47
"month9",62
"month10",56
"month11",77
"month12",53
"month13",67
"month14",59
"month15",61
"month16",47
"month17",57
"month18",57
"month19",71
"month20",73
"month21",57
"month22",46
"month23",54
"month24",73
