"","x"
"month0",397
"month1",446
"month2",440
"month3",425
"month4",415
"month5",422
"month6",426
"month7",453
"month8",468
"month9",522
"month10",500
"month11",536
"month12",473
"month13",434
"month14",434
"month15",419
"month16",457
"month17",404
"month18",439
"month19",456
"month20",466
"month21",472
"month22",466
"month23",481
"month24",522
