"","x"
"month0",473
"month1",510
"month2",478
"month3",438
"month4",414
"month5",388
"month6",463
"month7",477
"month8",546
"month9",563
"month10",599
"month11",645
"month12",663
"month13",665
"month14",677
"month15",704
"month16",727
"month17",702
"month18",714
"month19",731
"month20",765
"month21",798
"month22",817
"month23",774
"month24",807
