"","x"
"month0",178
"month1",166
"month2",204
"month3",163
"month4",160
"month5",162
"month6",160
"month7",198
"month8",219
"month9",223
"month10",205
"month11",235
"month12",200
"month13",220
"month14",252
"month15",228
"month16",257
"month17",264
"month18",308
"month19",269
"month20",287
"month21",257
"month22",280
"month23",281
"month24",270
