"","x"
"month0",428
"month1",463
"month2",457
"month3",449
"month4",429
"month5",436
"month6",433
"month7",466
"month8",476
"month9",531
"month10",515
"month11",532
"month12",487
"month13",444
"month14",450
"month15",449
"month16",471
"month17",429
"month18",456
"month19",467
"month20",459
"month21",462
"month22",471
"month23",462
"month24",513
