"","x"
"month0",73
"month1",72
"month2",78
"month3",84
"month4",69
"month5",65
"month6",69
"month7",72
"month8",75
"month9",98
"month10",87
"month11",90
"month12",83
"month13",76
"month14",84
"month15",84
"month16",76
"month17",71
"month18",76
"month19",63
"month20",83
"month21",88
"month22",71
"month23",82
"month24",80
