"","x"
"month0",351
"month1",380
"month2",359
"month3",346
"month4",369
"month5",318
"month6",343
"month7",377
"month8",363
"month9",418
"month10",402
"month11",411
"month12",469
"month13",481
"month14",510
"month15",506
"month16",490
"month17",561
"month18",537
"month19",543
"month20",541
"month21",568
"month22",556
"month23",575
"month24",553
