"","x"
"month0",927
"month1",955
"month2",1019
"month3",1028
"month4",1027
"month5",1042
"month6",913
"month7",1035
"month8",997
"month9",1013
"month10",958
"month11",991
"month12",1025
"month13",1005
"month14",992
"month15",1021
"month16",1030
"month17",996
"month18",1046
"month19",1047
"month20",1029
"month21",1035
"month22",1014
"month23",1000
"month24",1048
