"","x"
"month0",1025
"month1",1023
"month2",1090
"month3",1028
"month4",955
"month5",977
"month6",1002
"month7",1130
"month8",1113
"month9",1157
"month10",1222
"month11",1190
"month12",1114
"month13",1068
"month14",1103
"month15",958
"month16",939
"month17",926
"month18",948
"month19",988
"month20",1123
"month21",1158
"month22",1113
"month23",1218
"month24",1205
