"","x"
"month0",141
"month1",157
"month2",144
"month3",146
"month4",133
"month5",125
"month6",144
"month7",131
"month8",120
"month9",144
"month10",137
"month11",127
"month12",123
"month13",158
"month14",126
"month15",136
"month16",131
"month17",145
"month18",124
"month19",140
"month20",123
"month21",121
"month22",138
"month23",135
"month24",137
