"","x"
"month0",931
"month1",1049
"month2",1059
"month3",992
"month4",900
"month5",887
"month6",906
"month7",948
"month8",895
"month9",914
"month10",912
"month11",900
"month12",873
"month13",837
"month14",926
"month15",894
"month16",866
"month17",917
"month18",831
"month19",903
"month20",881
"month21",908
"month22",819
"month23",841
"month24",926
