"","x"
"month0",1033
"month1",1029
"month2",1079
"month3",1021
"month4",986
"month5",950
"month6",1014
"month7",1076
"month8",1138
"month9",1168
"month10",1166
"month11",1293
"month12",1283
"month13",1282
"month14",1306
"month15",1320
"month16",1351
"month17",1340
"month18",1361
"month19",1427
"month20",1442
"month21",1460
"month22",1420
"month23",1499
"month24",1385
