"","x"
"month0",927
"month1",955
"month2",1019
"month3",1028
"month4",1027
"month5",1042
"month6",941
"month7",1084
"month8",1070
"month9",1097
"month10",1044
"month11",1115
"month12",1151
"month13",1129
"month14",1176
"month15",1192
"month16",1226
"month17",1211
"month18",1226
"month19",1254
"month20",1208
"month21",1284
"month22",1203
"month23",1238
"month24",1189
