"","x"
"month0",75
"month1",71
"month2",78
"month3",86
"month4",74
"month5",69
"month6",77
"month7",78
"month8",73
"month9",87
"month10",76
"month11",78
"month12",69
"month13",66
"month14",78
"month15",82
"month16",74
"month17",81
"month18",81
"month19",62
"month20",77
"month21",82
"month22",67
"month23",79
"month24",80
