"","x"
"month0",369
"month1",367
"month2",384
"month3",373
"month4",349
"month5",329
"month6",385
"month7",385
"month8",377
"month9",406
"month10",423
"month11",432
"month12",411
"month13",408
"month14",407
"month15",400
"month16",363
"month17",353
"month18",341
"month19",426
"month20",423
"month21",415
"month22",456
"month23",472
"month24",435
