"","x"
"month0",970
"month1",1062
"month2",1047
"month3",1018
"month4",929
"month5",932
"month6",943
"month7",971
"month8",914
"month9",944
"month10",990
"month11",951
"month12",889
"month13",895
"month14",923
"month15",907
"month16",933
"month17",949
"month18",841
"month19",926
"month20",889
"month21",923
"month22",880
"month23",930
"month24",960
