"","x"
"month0",1004
"month1",993
"month2",1072
"month3",980
"month4",947
"month5",917
"month6",986
"month7",1100
"month8",1098
"month9",1112
"month10",1215
"month11",1256
"month12",1079
"month13",1060
"month14",1036
"month15",906
"month16",902
"month17",865
"month18",917
"month19",966
"month20",1060
"month21",1160
"month22",1123
"month23",1191
"month24",1212
