"","x"
"month0",1738
"month1",1766
"month2",1692
"month3",1647
"month4",1608
"month5",1518
"month6",1539
"month7",1657
"month8",1682
"month9",1717
"month10",1680
"month11",1799
"month12",1804
"month13",1735
"month14",1716
"month15",1799
"month16",1849
"month17",1849
"month18",1787
"month19",1786
"month20",1839
"month21",1783
"month22",1761
"month23",1758
"month24",1791
