"","x"
"month0",1883
"month1",1936
"month2",1738
"month3",1779
"month4",1678
"month5",1466
"month6",1741
"month7",1807
"month8",2074
"month9",2108
"month10",2248
"month11",2270
"month12",2422
"month13",2511
"month14",2479
"month15",2465
"month16",2581
"month17",2559
"month18",2575
"month19",2612
"month20",2603
"month21",2666
"month22",2591
"month23",2623
"month24",2538
