"","x"
"month0",701
"month1",704
"month2",681
"month3",701
"month4",641
"month5",634
"month6",700
"month7",753
"month8",781
"month9",772
"month10",852
"month11",853
"month12",772
"month13",742
"month14",662
"month15",677
"month16",638
"month17",602
"month18",646
"month19",701
"month20",740
"month21",767
"month22",777
"month23",800
"month24",862
