"","x"
"month0",131
"month1",129
"month2",129
"month3",122
"month4",104
"month5",112
"month6",116
"month7",95
"month8",104
"month9",115
"month10",108
"month11",109
"month12",102
"month13",95
"month14",103
"month15",105
"month16",106
"month17",89
"month18",91
"month19",82
"month20",81
"month21",98
"month22",87
"month23",88
"month24",107
