"","x"
"month0",138
"month1",115
"month2",103
"month3",105
"month4",93
"month5",82
"month6",105
"month7",130
"month8",102
"month9",151
"month10",128
"month11",144
"month12",124
"month13",111
"month14",84
"month15",78
"month16",79
"month17",78
"month18",81
"month19",85
"month20",102
"month21",126
"month22",110
"month23",113
"month24",147
