"","x"
"month0",701
"month1",728
"month2",690
"month3",696
"month4",652
"month5",641
"month6",685
"month7",727
"month8",759
"month9",777
"month10",878
"month11",875
"month12",861
"month13",898
"month14",880
"month15",959
"month16",951
"month17",940
"month18",957
"month19",947
"month20",1008
"month21",933
"month22",960
"month23",947
"month24",989
