"","x"
"month0",664
"month1",655
"month2",643
"month3",646
"month4",596
"month5",567
"month6",624
"month7",730
"month8",740
"month9",790
"month10",859
"month11",847
"month12",850
"month13",884
"month14",904
"month15",946
"month16",975
"month17",966
"month18",980
"month19",982
"month20",1044
"month21",1026
"month22",967
"month23",985
"month24",1010
