"","x"
"month0",664
"month1",723
"month2",654
"month3",697
"month4",656
"month5",654
"month6",597
"month7",605
"month8",639
"month9",627
"month10",624
"month11",596
"month12",590
"month13",594
"month14",630
"month15",601
"month16",599
"month17",591
"month18",610
"month19",565
"month20",605
"month21",602
"month22",596
"month23",565
"month24",652
